,Location,WHO region,World Bank income group,Period,Sex,FactValueNumeric,Comments,ParentLocation,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocationr,Location type,SpatialDimValueCode,Period type,Periodr,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumericr,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
65,Grenada,,,2019,Both sexes,617.9438,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,GRD,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,30.37,,,19.62,,40.87,30 [20-41],,,EN,2024-10-02T22:00:00.000Z
66,Guatemala,,,2019,Both sexes,496.5364,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,GTM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,40.41,,,29.62,,51.4,40 [30-51],,,EN,2024-10-02T22:00:00.000Z
69,Guyana,,,2019,Both sexes,800.5491,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,GUY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,52.17,,,26.41,,76.88,52 [26-77],,,EN,2024-10-02T22:00:00.000Z
70,Haiti,,,2019,Both sexes,837.3337,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,HTI,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,50.67,,,21.98,,77.72,51 [22-78],,,EN,2024-10-02T22:00:00.000Z
71,Honduras,,,2019,Both sexes,613.4653,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,HND,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,48.99,,,35.0,,63.74,49 [35-64],,,EN,2024-10-02T22:00:00.000Z
76,Iran (Islamic Republic of),,,2019,Both sexes,445.6564,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,IRN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,51.31,,,39.06,,62.83,51 [39-63],,,EN,2024-10-02T22:00:00.000Z
77,Iraq,,,2019,Both sexes,610.7923,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,IRQ,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,87.0,,,65.53,,106.9,87 [66-107],,,EN,2024-10-02T22:00:00.000Z
81,Jamaica,,,2019,Both sexes,454.3693,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,JAM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,21.63,,,15.44,,28.59,22 [15-29],,,EN,2024-10-02T22:00:00.000Z
83,Jordan,,,2019,Both sexes,441.2214,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,JOR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,37.93,,,28.96,,46.43,38 [29-46],,,EN,2024-10-02T22:00:00.000Z
87,Kuwait,,,2019,Both sexes,324.4085,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,KWT,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,45.26,,,36.91,,53.64,45 [37-54],,,EN,2024-10-02T22:00:00.000Z
91,Lebanon,,,2019,Both sexes,526.887,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,LBN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,58.6,,,41.52,,74.96,59 [42-75],,,EN,2024-10-02T22:00:00.000Z
94,Libya,,,2019,Both sexes,478.9978,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,LBY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,53.99,,,35.46,,71.09,54 [35-71],,,EN,2024-10-02T22:00:00.000Z
105,Mexico,,,2019,Both sexes,464.8334,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,MEX,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,30.1,,,21.85,,38.4,30 [22-38],,,EN,2024-10-02T22:00:00.000Z
109,Morocco,,,2019,Both sexes,643.9508,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,MAR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,59.27,,,40.9,,76.96,59 [41-77],,,EN,2024-10-02T22:00:00.000Z
115,Nicaragua,,,2019,Both sexes,546.8134,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,NIC,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,37.79,,,25.17,,48.72,38 [25-49],,,EN,2024-10-02T22:00:00.000Z
120,Oman,,,2019,Both sexes,683.6013,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,OMN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,104.1,,,72.45,,131.7,104 [72-132],,,EN,2024-10-02T22:00:00.000Z
121,Pakistan,,,2019,Both sexes,753.4131,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,PAK,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,106.7,,,82.3,,131.6,107 [82-132],,,EN,2024-10-02T22:00:00.000Z
122,Panama,,,2019,Both sexes,333.7239,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,PAN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,17.33,,,11.33,,23.41,17 [11-23],,,EN,2024-10-02T22:00:00.000Z
124,Paraguay,,,2019,Both sexes,447.0504,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,PRY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,24.68,,,16.29,,34.34,25 [16-34],,,EN,2024-10-02T22:00:00.000Z
125,Peru,,,2019,Both sexes,302.7007,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,PER,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,25.91,,,19.78,,32.28,26 [20-32],,,EN,2024-10-02T22:00:00.000Z
129,Qatar,,,2019,Both sexes,650.1274,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,QAT,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,90.81,,,70.2,,109.5,91 [70-109],,,EN,2024-10-02T22:00:00.000Z
135,Saint Lucia,,,2019,Both sexes,515.6624,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,LCA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,19.96,,,12.09,,28.9,20 [12-29],,,EN,2024-10-02T22:00:00.000Z
136,Saint Vincent and the Grenadines,,,2019,Both sexes,537.206,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,VCT,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,24.99,,,15.02,,35.0,25 [15-35],,,EN,2024-10-02T22:00:00.000Z
139,Saudi Arabia,,,2019,Both sexes,558.053,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,SAU,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,91.17,,,70.41,,112.3,91 [70-112],,,EN,2024-10-02T22:00:00.000Z
148,Somalia,,,2019,Both sexes,769.1506,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,SOM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,66.06,,,36.23,,100.1,66 [36-100],,,EN,2024-10-02T22:00:00.000Z
153,Sudan,,,2019,Both sexes,625.6681,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,SDN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,70.52,,,43.13,,96.89,71 [43-97],,,EN,2024-10-02T22:00:00.000Z
154,Suriname,,,2019,Both sexes,665.3646,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,SUR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,39.01,,,20.69,,56.73,39 [21-57],,,EN,2024-10-02T22:00:00.000Z
157,Syrian Arab Republic,,,2019,Both sexes,633.5135,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,SYR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,83.24,,,60.8,,104.2,83 [61-104],,,EN,2024-10-02T22:00:00.000Z
163,Trinidad and Tobago,,,2019,Both sexes,438.9595,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,TTO,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,19.78,,,12.71,,26.4,20 [13-26],,,EN,2024-10-02T22:00:00.000Z
164,Tunisia,,,2019,Both sexes,462.4613,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,TUN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,54.86,,,39.67,,69.86,55 [40-70],,,EN,2024-10-02T22:00:00.000Z
168,United Arab Emirates,,,2019,Both sexes,528.3586,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,ARE,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,70.04,,,55.14,,85.04,70 [55-85],,,EN,2024-10-02T22:00:00.000Z
171,United States of America,,,2019,Both sexes,407.882,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,USA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,14.22,,,8.84,,19.88,14 [9-20],,,EN,2024-10-02T22:00:00.000Z
172,Uruguay,,,2019,Both sexes,445.2019,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,URY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,16.18,,,10.28,,22.41,16 [10-22],,,EN,2024-10-02T22:00:00.000Z
175,Venezuela (Bolivarian Republic of),,,2019,Both sexes,411.264,,Americas,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,AMR,Americas,Country,VEN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,32.41,,,22.39,,41.93,32 [22-42],,,EN,2024-10-02T22:00:00.000Z
177,Yemen,,,2019,Both sexes,717.1033,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,YEM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,110.8,,,69.77,,158.5,111 [70-159],,,EN,2024-10-02T22:00:00.000Z
