,Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,FactCommentsr,Languager,DateModifiedr
28,Venezuela (Bolivarian Republic of),NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,VEN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,139091,,,96026,,181912,139 000 [96 000-182 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,VEN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,8639.0,,,5965.0,,11166.0,8639 [5965-11 166],,,EN,2024-10-02T22:00:00.000Z
30,Central African Republic,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,CAF,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,14571,,,7725,,30471,14 600 [7720-30 500],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,CAF,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2259.0,,,630.9,,4080.0,2259 [631-4080],,,EN,2024-10-02T22:00:00.000Z
32,Panama,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,PAN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,15176,,,12005,,20571,15 200 [12 000-20 600],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,PAN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,819.7,,,535.4,,1109.0,820 [535-1109],,,EN,2024-10-02T22:00:00.000Z
33,Congo,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,COG,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,15190,,,7709,,25033,15 200 [7710-25 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,COG,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1467.0,,,453.8,,2717.0,1467 [454-2717],,,EN,2024-10-02T22:00:00.000Z
38,Jamaica,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,JAM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,16407,,,11196,,21881,16 400 [11 200-21 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,JAM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,733.9,,,523.3,,969.3,734 [523-969],,,EN,2024-10-02T22:00:00.000Z
39,Nicaragua,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,NIC,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,16502,,,10541,,24234,16 500 [10 500-24 200],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,NIC,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1770.0,,,1183.0,,2283.0,1770 [1183-2283],,,EN,2024-10-02T22:00:00.000Z
41,Algeria,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,DZA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,161312,,,97359,,250203,161 000 [97 400-250 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,DZA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,17408.0,,,11758.0,,22990.0,17 408 [11 758-22 990],,,EN,2024-10-02T22:00:00.000Z
45,Colombia,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,COL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,184963,,,145163,,236852,185 000 [145 000-237 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,COL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,13108.0,,,9222.0,,17156.0,13 108 [9222-17 156],,,EN,2024-10-02T22:00:00.000Z
47,United States of America,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,USA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2514181,,,2051912,,3050768,2 510 000 [2 050 000-3 050 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,USA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,93886.0,,,58076.0,,131769.0,93 886 [58 076-131 769],,,EN,2024-10-02T22:00:00.000Z
48,Costa Rica,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,CRI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,20629,,,14952,,25853,20 600 [15 000-25 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,CRI,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,941.5,,,671.1,,1228.0,942 [671-1228],,,EN,2024-10-02T22:00:00.000Z
49,Cabo Verde,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,CPV,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2037,,,1442,,3800,2040 [1440-3800],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,CPV,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,226.1,,,151.1,,307.1,226 [151-307],,,EN,2024-10-02T22:00:00.000Z
55,Sierra Leone,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,SLE,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,23539,,,13008,,42202,23 500 [13 000-42 200],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,SLE,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3890.0,,,2459.0,,5367.0,3890 [2459-5367],,,EN,2024-10-02T22:00:00.000Z
56,Paraguay,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,PRY,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,23755,,,15439,,36348,23 800 [15 400-36 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,PRY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1404.0,,,930.2,,1950.0,1404 [930-1950],,,EN,2024-10-02T22:00:00.000Z
58,Barbados,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,BRB,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2333,,,1757,,3099,2330 [1760-3100],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,BRB,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,119.2,,,73.25,,173.1,119 [73-173],,,EN,2024-10-02T22:00:00.000Z
61,El Salvador,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,SLV,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,24875,,,17905,,39858,24 900 [17 900-39 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,SLV,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2206.0,,,1513.0,,2858.0,2206 [1513-2858],,,EN,2024-10-02T22:00:00.000Z
62,Ethiopia,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,ETH,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,246626,,,148336,,392147,247 000 [148 000-392 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,ETH,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,26714.0,,,17357.0,,35835.0,26 714 [17 357-35 835],,,EN,2024-10-02T22:00:00.000Z
66,Canada,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,CAN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,256300,,,192469,,330433,256 000 [192 000-330 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,CAN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,6904.0,,,4215.0,,9427.0,6904 [4215-9427],,,EN,2024-10-02T22:00:00.000Z
67,South Sudan,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,SSD,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,26121,,,12806,,47925,26 100 [12 800-47 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,SSD,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3024.0,,,1603.0,,4671.0,3024 [1603-4671],,,EN,2024-10-02T22:00:00.000Z
68,Togo,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,TGO,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,26944,,,13827,,46132,26 900 [13 800-46 100],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,TGO,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3336.0,,,2357.0,,4328.0,3336 [2357-4328],,,EN,2024-10-02T22:00:00.000Z
69,Argentina,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,ARG,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,260044,,,205207,,336003,260 000 [205 000-336 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,ARG,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,18144.0,,,11901.0,,24748.0,18 144 [11 901-24 748],,,EN,2024-10-02T22:00:00.000Z
70,Comoros,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,COM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2675,,,1345,,4618,2680 [1350-4620],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,COM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,196.2,,,100.2,,303.7,196 [100-304],,,EN,2024-10-02T22:00:00.000Z
71,Democratic Republic of the Congo,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,COD,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,275681,,,126303,,495025,276 000 [126 000-495 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,COD,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,31219.0,,,9654.0,,56645.0,31 219 [9654-56 645],,,EN,2024-10-02T22:00:00.000Z
76,Bahamas,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,BHS,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2838,,,1735,,3062,2840 [1740-3060],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,BHS,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,39.12,,,0.0,,78.15,39 [0-78],,,EN,2024-10-02T22:00:00.000Z
77,South Africa,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,ZAF,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,286982,,,203907,,343592,287 000 [204 000-344 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,ZAF,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,20025.0,,,15311.0,,25128.0,20 025 [15 311-25 128],,,EN,2024-10-02T22:00:00.000Z
78,Suriname,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,SUR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2866,,,1902,,4360,2870 [1900-4360],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,SUR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,205.4,,,109.2,,298.7,205 [109-299],,,EN,2024-10-02T22:00:00.000Z
79,Burundi,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,BDI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,29028,,,14442,,51092,29 000 [14 400-51 100],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,BDI,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3453.0,,,1715.0,,5577.0,3453 [1715-5577],,,EN,2024-10-02T22:00:00.000Z
80,Uruguay,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,URY,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,29029,,,23145,,37996,29 000 [23 100-38 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,URY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1115.0,,,707.9,,1544.0,1115 [708-1544],,,EN,2024-10-02T22:00:00.000Z
84,Honduras,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,HND,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,30810,,,17451,,53252,30 800 [17 500-53 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,HND,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3032.0,,,2169.0,,3942.0,3032 [2169-3942],,,EN,2024-10-02T22:00:00.000Z
92,Benin,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,BEN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,35218,,,18762,,58778,35 200 [18 800-58 800],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,BEN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,5006.0,,,3593.0,,6553.0,5006 [3593-6553],,,EN,2024-10-02T22:00:00.000Z
97,Rwanda,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,RWA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,37530,,,17476,,67209,37 500 [17 500-67 200],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,RWA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3397.0,,,1771.0,,5001.0,3397 [1771-5001],,,EN,2024-10-02T22:00:00.000Z
98,Chad,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,TCD,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,37612,,,17908,,65232,37 600 [17 900-65 200],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,TCD,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,9419.0,,,6240.0,,13002.0,9419 [6240-13 002],,,EN,2024-10-02T22:00:00.000Z
