,Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,FactCommentsr,Languager,DateModifiedr
48,Costa Rica,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,CRI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,20629,,,14952,,25853,20 600 [15 000-25 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,CRI,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,941.5,,,671.1,,1228.0,942 [671-1228],,,EN,2024-10-02T22:00:00.000Z
56,Paraguay,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,PRY,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,23755,,,15439,,36348,23 800 [15 400-36 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,PRY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1404.0,,,930.2,,1950.0,1404 [930-1950],,,EN,2024-10-02T22:00:00.000Z
58,Barbados,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,BRB,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2333,,,1757,,3099,2330 [1760-3100],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,BRB,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,119.2,,,73.25,,173.1,119 [73-173],,,EN,2024-10-02T22:00:00.000Z
61,El Salvador,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,SLV,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,24875,,,17905,,39858,24 900 [17 900-39 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,SLV,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2206.0,,,1513.0,,2858.0,2206 [1513-2858],,,EN,2024-10-02T22:00:00.000Z
66,Canada,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,CAN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,256300,,,192469,,330433,256 000 [192 000-330 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,CAN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,6904.0,,,4215.0,,9427.0,6904 [4215-9427],,,EN,2024-10-02T22:00:00.000Z
69,Argentina,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,ARG,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,260044,,,205207,,336003,260 000 [205 000-336 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,ARG,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,18144.0,,,11901.0,,24748.0,18 144 [11 901-24 748],,,EN,2024-10-02T22:00:00.000Z
76,Bahamas,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,BHS,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2838,,,1735,,3062,2840 [1740-3060],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,BHS,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,39.12,,,0.0,,78.15,39 [0-78],,,EN,2024-10-02T22:00:00.000Z
78,Suriname,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,SUR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2866,,,1902,,4360,2870 [1900-4360],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,SUR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,205.4,,,109.2,,298.7,205 [109-299],,,EN,2024-10-02T22:00:00.000Z
80,Uruguay,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,URY,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,29029,,,23145,,37996,29 000 [23 100-38 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,URY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1115.0,,,707.9,,1544.0,1115 [708-1544],,,EN,2024-10-02T22:00:00.000Z
84,Honduras,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,HND,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,30810,,,17451,,53252,30 800 [17 500-53 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,HND,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3032.0,,,2169.0,,3942.0,3032 [2169-3942],,,EN,2024-10-02T22:00:00.000Z
108,Dominican Republic,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,DOM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,42729,,,27165,,67993,42 700 [27 200-68 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,DOM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2741.0,,,776.0,,4267.0,2741 [776-4267],,,EN,2024-10-02T22:00:00.000Z
109,Guyana,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,GUY,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,4245,,,3007,,5842,4250 [3010-5840],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,GUY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,360.1,,,182.7,,531.0,360 [183-531],,,EN,2024-10-02T22:00:00.000Z
112,Bolivia (Plurinational State of),NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,BOL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,44489,,,21033,,64906,44 500 [21 000-64 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,BOL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,5956.0,,,4285.0,,7618.0,5956 [4285-7618],,,EN,2024-10-02T22:00:00.000Z
124,Guatemala,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,GTM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,50923,,,43318,,71746,50 900 [43 300-71 700],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,GTM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,4792.0,,,3468.0,,6134.0,4792 [3468-6134],,,EN,2024-10-02T22:00:00.000Z
129,Mexico,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,MEX,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,527154,,,493652,,664937,527 000 [494 000-665 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,MEX,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,36775.0,,,26702.0,,46935.0,36 775 [26 702-46 935],,,EN,2024-10-02T22:00:00.000Z
134,Haiti,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,HTI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,56783,,,29868,,102191,56 800 [29 900-102 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,HTI,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3809.0,,,1667.0,,5868.0,3809 [1667-5868],,,EN,2024-10-02T22:00:00.000Z
143,Ecuador,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,ECU,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,60117,,,47246,,81268,60 100 [47 200-81 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,ECU,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3769.0,,,2743.0,,4847.0,3769 [2743-4847],,,EN,2024-10-02T22:00:00.000Z
145,Antigua and Barbuda,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,ATG,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,598,,,471,,763,600 [470-760],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,ATG,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,20.94,,,12.05,,30.49,21 [12-30],,,EN,2024-10-02T22:00:00.000Z
162,Saint Vincent and the Grenadines,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,VCT,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,770,,,622,,982,770 [620-980],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,VCT,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,35.87,,,21.58,,50.14,36 [22-50],,,EN,2024-10-02T22:00:00.000Z
167,Trinidad and Tobago,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,TTO,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,8561,,,7151,,12113,8560 [7150-12 100],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,TTO,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,354.9,,,227.1,,473.4,355 [227-473],,,EN,2024-10-02T22:00:00.000Z
169,Saint Lucia,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,LCA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,864,,,681,,1164,860 [680-1160],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,LCA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,48.06,,,29.04,,69.5,48 [29-69],,,EN,2024-10-02T22:00:00.000Z
176,Cuba,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,CUB,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,90262,,,73068,,112982,90 300 [73 100-113 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,CUB,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,6851.0,,,4357.0,,9602.0,6851 [4357-9602],,,EN,2024-10-02T22:00:00.000Z
179,Chile,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,CHL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,94454,,,69856,,119006,94 500 [69 900-119 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,CHL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,5169.0,,,3971.0,,6441.0,5169 [3971-6441],,,EN,2024-10-02T22:00:00.000Z
