,Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,FactCommentsr,Languager,DateModifiedr
37,Vanuatu,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,VUT,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,1580,,,957,,2515,1580 [960-2520],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,VUT,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,90.1,,,0.0,,176.2,90 [0-176],,,EN,2024-10-02T22:00:00.000Z
40,Singapore,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,SGP,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,16617,,,14435,,24583,16 600 [14 400-24 600],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,SGP,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1984.0,,,1339.0,,2658.0,1984 [1339-2658],,,EN,2024-10-02T22:00:00.000Z
44,Morocco,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,MAR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,180357,,,109336,,282466,180 000 [109 000-282 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,MAR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,19344.0,,,13363.0,,25118.0,19 344 [13 363-25 118],,,EN,2024-10-02T22:00:00.000Z
46,Jordan,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,JOR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,19788,,,12316,,28309,19 800 [12 300-28 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,JOR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1938.0,,,1484.0,,2355.0,1938 [1484-2355],,,EN,2024-10-02T22:00:00.000Z
53,Lebanon,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,LBN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,22813,,,14828,,35854,22 800 [14 800-35 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,LBN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3716.0,,,2633.0,,4752.0,3716 [2633-4752],,,EN,2024-10-02T22:00:00.000Z
54,Republic of Korea,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,KOR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,229274,,,143616,,345605,229 000 [144 000-346 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,KOR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,19285.0,,,15396.0,,23347.0,19 285 [15 396-23 347],,,EN,2024-10-02T22:00:00.000Z
65,Libya,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,LBY,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,25613,,,13948,,40632,25 600 [13 900-40 600],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,LBY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2269.0,,,1495.0,,2982.0,2269 [1495-2982],,,EN,2024-10-02T22:00:00.000Z
82,Lao People's Democratic Republic,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,LAO,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,29536,,,17330,,47760,29 500 [17 300-47 800],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,LAO,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2717.0,,,2046.0,,3448.0,2717 [2046-3448],,,EN,2024-10-02T22:00:00.000Z
83,New Zealand,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,NZL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,30240,,,22929,,38756,30 200 [22 900-38 800],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,NZL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1205.0,,,792.6,,1606.0,1205 [793-1606],,,EN,2024-10-02T22:00:00.000Z
86,Qatar,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,QAT,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,3012,,,1783,,4840,3010 [1780-4840],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,QAT,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,428.9,,,332.2,,516.6,429 [332-517],,,EN,2024-10-02T22:00:00.000Z
88,Iran (Islamic Republic of),NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,IRN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,313065,,,236964,,384066,313 000 [237 000-384 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,IRN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,33910.0,,,25816.0,,41439.0,33 910 [25 816-41 439],,,EN,2024-10-02T22:00:00.000Z
89,Papua New Guinea,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,PNG,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,32813,,,18241,,52944,32 800 [18 200-52 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,PNG,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1691.0,,,103.2,,3383.0,1691 [103-3383],,,EN,2024-10-02T22:00:00.000Z
96,Solomon Islands,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,SLB,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,3676,,,1951,,4961,3680 [1950-4960],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,SLB,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,193.5,,,0.0,,362.7,193 [0-363],,,EN,2024-10-02T22:00:00.000Z
104,Djibouti,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,DJI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,4044,,,2005,,7128,4040 [2000-7130],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,DJI,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,364.1,,,175.1,,561.4,364 [175-561],,,EN,2024-10-02T22:00:00.000Z
106,Bahrain,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,BHR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,4102,,,2540,,5907,4100 [2540-5910],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,BHR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,405.2,,,316.9,,486.2,405 [317-486],,,EN,2024-10-02T22:00:00.000Z
113,Philippines,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,PHL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,454447,,,396915,,616720,454 000 [397 000-617 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,PHL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,63322.0,,,47946.0,,78924.0,63 322 [47 946-78 924],,,EN,2024-10-02T22:00:00.000Z
120,Egypt,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,EGY,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,489591,,,349690,,684907,490 000 [350 000-685 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,EGY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,69891.0,,,53051.0,,86630.0,69 891 [53 051-86 630],,,EN,2024-10-02T22:00:00.000Z
125,Tunisia,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,TUN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,51376,,,31380,,94130,51 400 [31 400-94 100],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,TUN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,6894.0,,,4984.0,,8781.0,6894 [4984-8781],,,EN,2024-10-02T22:00:00.000Z
126,Somalia,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,SOM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,51803,,,23136,,102305,51 800 [23 100-102 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,SOM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,5552.0,,,2651.0,,8809.0,5552 [2651-8809],,,EN,2024-10-02T22:00:00.000Z
130,Tonga,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,TON,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,533,,,319,,816,530 [320-820],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,TON,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,18.63,,,0.0,,31.26,19 [0-31],,,EN,2024-10-02T22:00:00.000Z
131,Viet Nam,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,VNM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,534198,,,337917,,884372,534 000 [338 000-884 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,VNM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,52685.0,,,39264.0,,67982.0,52 685 [39 264-67 982],,,EN,2024-10-02T22:00:00.000Z
139,Saudi Arabia,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,SAU,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,59441,,,35926,,93251,59 400 [35 900-93 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,SAU,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,17273.0,,,13322.0,,21222.0,17 273 [13 322-21 222],,,EN,2024-10-02T22:00:00.000Z
147,Fiji,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,FJI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,6476,,,4040,,8991,6480 [4040-8990],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,FJI,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,241.5,,,32.46,,399.8,242 [32-400],,,EN,2024-10-02T22:00:00.000Z
150,Micronesia (Federated States of),NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,FSM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,666,,,436,,1134,670 [440-1130],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,FSM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,37.38,,,0.0,,71.49,37 [0-71],,,EN,2024-10-02T22:00:00.000Z
154,Kuwait,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,KWT,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,7121,,,5605,,8690,7120 [5610-8690],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,KWT,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,983.2,,,769.2,,1171.0,983 [769-1171],,,EN,2024-10-02T22:00:00.000Z
158,Cambodia,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,KHM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,75244,,,43151,,121881,75 200 [43 200-122 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,KHM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,5738.0,,,4318.0,,7236.0,5738 [4318-7236],,,EN,2024-10-02T22:00:00.000Z
160,Kiribati,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,KIR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,757,,,406,,1180,760 [410-1180],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,KIR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,35.75,,,0.0,,70.91,36 [0-71],,,EN,2024-10-02T22:00:00.000Z
161,Syrian Arab Republic,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,SYR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,77385,,,50395,,114217,77 400 [50 400-114 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,SYR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,8552.0,,,6287.0,,10662.0,8552 [6287-10 662],,,EN,2024-10-02T22:00:00.000Z
165,United Arab Emirates,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,ARE,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,7930,,,4707,,12623,7930 [4710-12 600],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,ARE,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1875.0,,,1463.0,,2293.0,1875 [1463-2293],,,EN,2024-10-02T22:00:00.000Z
171,Pakistan,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,PAK,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,866915,,,529457,,1328091,867 000 [529 000-1 330 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,PAK,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,141615.0,,,111132.0,,172131.0,141 615 [111 132-172 131],,,EN,2024-10-02T22:00:00.000Z
